stroke_count,character,pinyin
13,腳,jiǎo
13,腩,nǎn
13,腠,còu
13,腽,wà
13,腪,yùn
13,腨,shuàn
13,腣,dì
13,腵,jiā
13,腬,ròu
13,腯,tú
13,𦝼,lǘ
6,臣,chén
17,臨,lín
8,卧,wò
8,臥,wò
14,臧,zāng
6,自,zì
10,臭,chòu
10,臬,niè
12,臮,jì
12,臯,gāo
6,至,zhì
16,臻,zhēn
10,致,zhì
12,臶,jiàn
14,臺,tái
6,臼,jiù
16,舉,jǔ
17,舊,jiù
20,舋,xìn
8,臾,yú
9,臿,chā
10,舀,yǎo
9,舁,yú
11,舂,chōng
12,舄,xì
12,舃,xì
13,舅,jiù
13,與,yǔ
16,興,xìng
6,舌,shé
8,舍,shě
10,敌,dí
10,舐,shì
12,舒,shū
13,辞,cí
14,舔,tiǎn
15,舖,pù
6,舛,chuǎn
12,舜,shùn
14,舞,wǔ
6,舟,zhōu
15,艘,sōu
15,艖,chā
16,艕,bàng
16,艙,cāng
17,艚,cáo
17,艜,dài
18,艟,chōng
18,艞,yào
19,艤,yǐ
19,艢,qiáng
19,艣,lǔ
19,艨,méng
20,艦,jiàn
19,艧,huò
20,艩,qí
22,艫,lú
24,艭,shuāng
8,舠,dāo
9,舢,shān
9,舡,chuán
9,舣,yǐ
10,般,bān
10,航,háng
10,舰,jiàn
10,舱,cāng
10,舫,fǎng
10,舨,bǎn
10,舯,zhōng
10,舭,bǐ
10,舦,tài
10,舥,pā
11,船,chuán
11,舶,bó
11,舵,duò
11,舷,xián
11,舸,gě
11,舻,lú
11,舳,zhú
11,舴,zé
11,舲,líng
12,舾,xī
12,艇,tǐng
13,艄,shāo
13,艉,wěi
13,艆,láng
13,艈,yù
13,艁,zào
13,艂,féng
13,艅,yú
14,艋,měng
14,艊,bó
14,艍,jū
15,艏,shǒu
15,艐,kè
15,艎,huáng
15,艒,mù
15,艑,biàn
6,艮,gěn
7,良,liáng
6,色,sè
19,艶,yàn
24,艷,yàn
10,艳,yàn
11,艴,fú
6,艸,cǎo
4,艺,yì
13,蒙,méng
13,蓝,lán
13,蓄,xù
13,蒲,pú
13,蒸,zhēng
13,蓉,róng
13,蒜,suàn
13,蓓,bèi
13,蓟,jì
13,蒿,hāo
13,蓑,suō
13,蓖,bì
13,蒯,kuǎi
13,蒺,jí
13,蒡,bàng
13,蒴,shuò
13,蓍,shī
13,蓊,wěng
12,蓚,tiáo
13,蓋,gài
13,蒗,làng
13,蓁,zhēn
13,蓐,rù
13,蒹,jiān
12,蒐,sōu
13,蓥,yíng
13,蒨,qiàn
13,蓣,yù
13,蒽,ēn
13,蒼,cāng
13,蒷,yún
12,蓇,gǔ
12,蒾,mí
13,蓏,luǒ
13,蓠,lí
13,蓡,shēn
16,蓞,dàn
13,蒞,lì
13,蓂,míng
13,蒟,jǔ
13,蓛,cè
13,蒻,ruò
13,蒕,yūn
13,蒘,rú
13,蒧,diǎn
12,蓃,sōu
13,蓆,xí
13,蔱,shā
13,蒭,chú
13,蓗,zǒng
13,蒑,yìn
13,蓔,yǎo
13,蓕,guì
13,蓙,zuo
13,蒪,pò
13,蒱,pú
13,蓢,lǎng
14,蔡,cài
13,蓬,péng
14,蔑,miè
15,蔬,shū
14,蔓,màn
14,蔚,wèi
14,蔼,ǎi
14,蔷,qiáng
14,蔗,zhè
14,蓿,xu
14,蔫,niān
14,蔺,lìn
14,蔻,kòu
14,蓼,liǎo
14,蔌,sù
13,蓮,lián
13,蔯,chén
13,蔀,bù
14,蔎,shè
14,蔸,dōu
14,蔂,léi
14,蔟,cù
14,蓴,chún
14,蔔,bó
14,蓰,xǐ
14,蔣,jiǎng
14,蔦,niǎo
14,蓯,cōng
14,蓺,yì
14,蔲,kòu
14,蔥,cōng
13,蓨,tiáo
14,蓵,jié
14,蓾,lǔ
14,蓷,tuī
14,蓸,cáo
14,蔘,shēn
14,蔞,lóu
14,蔊,hǎn
14,蔴,má
14,蓳,jǐn
12,蓱,píng
14,蔙,xuàn
14,蔁,zhāng
13,蓧,diào
14,蔄,màn
14,蔈,biāo
14,蔹,liǎn
15,蔃,qiáng
14,蔽,bì
15,蕉,jiāo
15,蕊,ruǐ
15,蕃,fān
15,蕙,huì
15,蕨,jué
15,蕲,qí
14,蕖,qú
15,蕤,ruí
15,蕰,wēn
15,蕈,xùn
15,蕞,zuì
15,蕅,ǒu
16,蕗,lù
15,蕡,fén
15,蕚,è
15,蕝,jué
15,蕂,shèng
15,蕌,lěi
15,蕳,jiān
15,蕘,ráo
15,蕁,qián
15,蕋,ruǐ
15,蕟,fà
15,蔿,wěi
15,蕧,fù
15,蕣,shùn
15,蕛,tí
15,蕜,fěi
15,蕦,xū
15,蕵,sūn
15,蕒,mǎi
16,薄,báo
16,薛,xuē
16,薪,xīn
16,薇,wēi
16,蕾,lěi
16,薏,yì
16,薮,sǒu
16,薜,bì
16,薨,hōng
16,薅,hāo
16,蕹,wèng
16,蕻,hóng
16,薑,jiāng
16,薤,xiè
16,蕿,xuān
15,蕺,jí
16,薙,tì
16,薢,xiè
16,薦,jiàn
16,薋,cí
16,薀,yùn
16,蕼,sì
16,薔,qiáng
16,薂,xí
16,薃,hào
16,薐,léng
16,薠,fán
16,薆,ài
16,薗,yuán
16,薝,zhān
16,蕷,yù
14,薖,kē
15,薁,yù
16,𬞟,píng
17,藏,cáng
17,藉,jí
15,蕴,yùn
16,薯,shǔ
17,藐,miǎo
17,薰,xūn
17,藓,xiǎn
17,薹,tái
17,藁,gǎo
17,薷,rú
17,薿,nǐ
16,薳,wěi
17,薾,ěr
17,藍,lán
16,藇,xù
17,藑,qióng
17,藀,yíng
16,薭,bai
17,薸,piáo
18,藤,téng
18,藩,fān
18,藥,yào
18,藕,ǒu
18,藜,lí
18,藚,xù
18,藴,yùn
18,藭,qióng
18,藞,lǎ
18,藛,xiě
18,藙,yì
17,藬,tuī
18,藠,jiào
17,藗,sù
18,藧,huàn
18,藘,lǘ
18,藝,yì
18,藦,mò
18,藣,bēi
18,藫,tán
18,藖,xián
18,藢,zhǐ
18,藯,wèi
18,藨,biāo
18,藰,liú
18,藳,gǎo
18,藵,bao
18,𬟁,yì
18,藟,lěi
19,藻,zǎo
19,蘑,mó
19,藿,huò
19,蘅,héng
19,蘋,píng
19,蘇,sū
19,蘆,lú
18,藷,shǔ
19,藶,lì
19,蘁,wù
19,蘔,jiōng
11,萚,tuò
19,藺,lìn
19,蘓,sū
20,蘌,yǔ
19,藮,qiáo
19,蘂,ruǐ
20,蘖,niè
20,蘩,fán
19,蘧,qú
20,蘭,lán
20,蘘,ráng
20,蘪,méi
22,蘸,zhàn
22,蘼,mí
22,蘿,luó
22,虀,jī
5,节,jié
5,艾,ài
5,艿,nǎi
5,艽,jiāo
5,艼,tīng
23,虃,jiān
24,虈,xiāo
29,虋,mén
6,芒,máng
6,芋,yù
6,芍,sháo
6,芏,dù
6,芎,qiōng
6,芄,wán
6,芗,xiāng
6,芊,qiān
6,芑,qǐ
6,芖,zhì
6,芃,péng
7,花,huā
7,苏,sū
7,芳,fāng
7,苍,cāng
7,芬,fēn
6,芝,zhī
7,芦,lú
7,芯,xīn
7,芙,fú
7,芽,yá
7,芸,yún
7,芭,bā
7,苇,wěi
7,芜,wú
7,芹,qín
7,芥,jiè
7,芮,ruì
7,芷,zhǐ
7,芪,qí
7,芩,qín
7,苁,cōng
7,苋,xiàn
6,芨,jī
7,芾,fèi
7,苌,cháng
7,芡,qiàn
7,苄,biàn
7,芰,jì
7,芫,yán
7,芟,shān
7,苎,zhù
7,芤,kōu
7,苊,è
7,芴,wù
7,苈,lì
7,芘,pí
7,苃,yǒu
7,芵,jué
7,苅,yì
10,芻,chú
7,芼,mào
7,芣,fú
7,苉,pǐ
7,芠,wén
7,𫇭,wěi
8,英,yīng
8,苦,kǔ
8,若,ruò
8,范,fàn
8,苗,miáo
8,茂,mào
8,茅,máo
8,苹,píng
8,茎,jīng
8,苑,yuàn
8,苟,gǒu
8,苛,kē
8,苔,tái
8,茄,jiā
8,苯,běn
8,苞,bāo
8,茉,mò
8,苓,líng
8,茁,zhuó
8,苷,gān
8,苻,fú
8,苫,shān
8,茏,lóng
7,苣,jù
7,苡,yǐ
8,苜,mù
8,苕,sháo
8,苤,piě
8,苴,jū
8,茔,yíng
8,苒,rǎn
8,茕,qióng
8,茀,fú
8,茆,máo
8,茇,bá
8,茌,chí
9,茈,cí
8,茐,cong
8,苾,bì
8,苿,wèi
8,苠,mín
8,苧,níng
8,茊,zī
8,苽,gū
8,苘,qǐng
8,苙,lì
8,苲,zhǎ
8,苼,shēng
8,苶,nié
9,茍,jì
8,茓,xué
9,𦭜,zhī
8,茋,dǐ
9,药,yào
9,草,cǎo
9,荣,róng
9,茶,chá
9,荒,huāng
9,兹,zī
9,茨,cí
9,茫,máng
9,荐,jiàn
9,茵,yīn
9,茜,qiàn
9,茸,rōng
9,荧,yíng
9,茹,rú
9,茧,jiǎn
9,荀,xún
9,荃,quán
9,茬,chá
9,荔,lì
9,荟,huì
9,茗,míng
9,荪,sūn
9,荚,jiá
9,荨,xún
9,荤,hūn
9,荩,jìn
9,荭,hóng
9,茯,fú
8,茑,niǎo
9,荞,qiáo
9,荥,xíng
9,荛,ráo
9,茴,huí
9,茱,zhū
9,荏,rěn
9,荠,jì
9,茭,jiāo
9,荦,luò
9,荈,chuǎn
9,荑,tí
9,茛,gèn
9,荇,xìng
9,荜,bì
9,茲,zī
9,茖,gé
9,茼,tóng
9,茺,chōng
9,荅,dā
9,茷,fá
9,荄,gāi
8,茚,yìn
9,荬,mǎi
9,荖,lǎo
9,茽,zhòng
9,荘,zhuāng
9,茢,liè
9,茞,chén
9,茿,zhú
9,荢,yu
12,茻,mǎng
9,荊,jīng
9,荮,zhòu
9,荙,dá
9,荁,huán
9,𬜬,màn
9,茳,jiāng
10,获,huò
10,莫,mò
10,莱,lái
9,荡,dàng
10,荷,hé
10,莉,lì
10,莎,shā
10,莹,yíng
9,荫,yīn
10,莺,yīng
10,荼,tú
10,莓,méi
10,莞,guǎn
10,莘,shēn
10,荻,dí
10,莅,lì
10,莆,pú
9,莒,jǔ
10,莜,yóu
10,莴,wō
10,莠,yǒu
10,莸,yóu
10,莼,chún
10,荽,suī
10,莪,é
10,莩,fú
10,荸,bí
10,莳,shí
10,莨,làng
10,莶,xiān
10,莤,sù
10,莖,jīng
9,莛,tíng
10,茝,chǎi
10,茣,wú
9,莚,yán
10,莊,zhuāng
10,莢,jiá
10,莵,tu
10,莂,bié
10,荳,dòu
10,莁,wú
13,䓖,qióng
10,莕,xìng
10,莙,jūn
9,𦰡,nà
10,莰,kǎn
10,𬜯,liǎng
10,莝,cuò
11,营,yíng
11,著,zhe
11,菜,cài
11,菲,fēi
11,菌,jūn
10,莲,lián
11,萧,xiāo
11,萍,píng
11,菩,pú
11,萄,táo
11,菊,jú
10,莽,mǎng
11,萝,luó
11,萎,wēi
11,菱,líng
11,萌,méng
11,菇,gū
11,菁,jīng
11,萤,yíng
11,萃,cuì
11,萦,yíng
11,菠,bō
11,菏,hé
11,菸,yān
11,菟,tú
11,菖,chāng
11,菅,jiān
11,菬,qiáo
11,菀,wǎn
11,菔,fú
11,菹,jū
11,菽,shū
11,萘,nài
11,萋,qī
11,萑,huán
11,菘,sōng
11,菰,gū
11,菪,dàng
11,菡,hàn
11,萁,qí
11,萆,bì
11,菝,bá
11,菥,xī
11,萏,dàn
11,萜,tiē
11,菧,dǐ
10,菃,qú
10,華,huá
11,菑,zāi
11,莾,mǎng
11,菍,niè
11,菢,bào
11,菉,lù
11,菵,wǎng
11,菴,ān
11,菒,gǎo
11,菂,dì
11,菫,jǐn
11,莿,cì
11,菆,zōu
11,萗,cè
11,萊,lái
11,菭,tái
11,菕,lún
11,菄,dōng
11,菞,lí
11,菳,qín
11,萈,huán
12,菐,pú
11,菓,guǒ
11,菙,chuí
11,菚,zhàn
11,菣,qìn
10,菦,qín
11,菨,jiē
11,萢,pao
9,荓,píng
14,䓫,qí
14,䓬,zhuó
11,菼,tǎn
11,萣,dìng
14,䓨,yīng
14,䓛,qū
12,落,luò
11,萨,sà
12,蒋,jiǎng
12,蒂,dì
12,董,dǒng
12,葛,gé
12,葬,zàng
12,葡,pú
12,葱,cōng
12,葫,hú
12,葵,kuí
12,葆,bǎo
12,萼,è
12,萱,xuān
12,葺,qì
11,萸,yú
12,葩,pā
12,葎,lǜ
12,葭,jiā
12,蒌,lóu
12,葑,fēng
12,葚,rèn
12,葜,qiā
12,葸,xǐ
12,萬,wàn
12,葳,wēi
12,葶,tíng
12,葉,yè
12,葷,hūn
12,萩,qiū
12,葰,suī
12,葌,jiān
12,葴,zhēn
12,葙,xiāng
12,蒇,chǎn
12,葍,fú
12,葞,mǐ
12,葯,yào
12,葻,lán
12,蒉,kuì
12,葦,wěi
12,葹,shī
12,葘,zī
12,葢,gài
12,蒃,zhuàn
12,葖,tū
11,萵,wō
12,葾,yuān
12,葨,wēi
12,蒄,guān
12,蒈,kǎi
11,蒁,shù
12,葏,jīng
12,葔,hóu
12,葠,shēn
12,葮,duàn
12,葲,quán
12,葋,qú
12,葇,róu
12,葟,huáng
12,萳,nǎn
12,蒎,pài
12,萹,biǎn
16,虤,yán
17,虧,kuī
8,虎,hǔ
8,虏,lǔ
9,虐,nüè
10,虔,qián
10,虒,sī
10,虓,xiāo
11,虚,xū
11,處,chù
11,虗,xū
11,虖,hū
11,虙,fú
11,虘,cuó
12,虛,xū
13,虜,lǔ
12,虝,hǔ
13,虞,yú
13,號,hào
13,虡,jù
15,虢,guó
6,虫,chóng
7,虬,qiú
16,融,róng
14,螂,láng
16,螅,xī
16,螃,páng
16,螨,mǎn
16,螟,míng
16,螈,yuán
16,螓,qín
15,螋,sōu
16,螘,yǐ
16,螗,táng
15,螝,guī
16,螣,tè
16,螕,bī
16,螞,mǎ
15,螁,ban
16,螚,nài
16,螤,zhōng
15,蝹,yūn
16,螑,xiù
16,螥,cāng
16,螐,wū
15,螖,huá
16,螡,wén
16,螢,yíng
16,螦,sao
16,螧,qi
16,螠,yì
16,䗛,xiū
17,螺,luó
17,蟋,xī
17,蟀,shuài
16,蟆,má
17,螳,táng
17,蟑,zhāng
17,螫,shì
17,蟊,máo
16,螭,chī
16,螯,áo
17,螬,cáo
17,螽,zhōng
17,螵,piāo
17,蟂,xiāo
17,蟅,zhè
17,蟏,xiāo
17,䗪,zhè
17,螱,wèi
18,蟠,pán
18,蟮,shàn
18,蟪,huì
18,蟛,péng
17,蟥,huáng
18,蟲,chóng
18,蟫,yín
18,蟬,chán
18,蟭,jiāo
17,蟓,xiàng
18,蟯,náo
17,蠎,mǎng
18,蟨,jué
18,蟜,jiǎo
18,蟳,xún
18,蟢,xǐ
18,蟧,láo
19,蟹,xiè
16,蟒,mǎng
19,蟾,chán
19,蠊,lián
19,蠃,luǒ
19,蠋,zhú
19,蟻,yǐ
18,蠆,chài
19,蟿,qì
18,蠄,qín
19,蠈,zéi
18,蟼,jǐng
19,蠏,xiè
19,蠅,yíng
19,蠌,zé
19,蠍,xiē
18,䗴,tíng
20,蠕,rú
19,蠖,huò
19,蠓,měng
20,蠙,pín
20,蠔,háo
20,蠒,jiǎn
20,蠗,zhuó
21,蠢,chǔn
21,蠡,lí
20,蠛,miè
21,蠜,fán
20,蠣,lì
20,蠚,hē
21,蠝,léi
21,蠟,là
22,蠥,niè
22,蠪,lóng
21,蠩,zhū
23,蠲,juān
22,蠭,fēng
24,蠹,dù
24,蠶,cán
24,蠷,qú
25,蠻,mán
8,虱,shī
8,虮,jǐ
8,虯,qiú
8,虰,dīng
8,虲,xiā
26,蠼,qú
27,蠾,zhú
9,虽,suī
9,虹,hóng
9,蚁,yǐ
9,虾,xiā
9,蚂,mǎ
9,虻,méng
9,虼,gè
9,虺,huī
9,虿,chài
9,虵,shé
9,虷,hán
9,虸,zǐ
10,蚕,cán
10,蚊,wén
10,蚌,bàng
10,蚪,dǒu
9,蚤,zǎo
10,蚓,yǐn
10,蚣,gōng
10,蚜,yá
10,蚩,chī
10,蚝,háo
10,蚨,fú
10,蚧,jiè
10,蚋,ruì
10,蚬,xiǎn
10,蚍,pí
10,蚢,háng
10,蚘,huí
10,蚖,yuán
10,蚒,tóng
10,蚑,qí
10,蚡,fén
10,蚄,fāng
10,蚆,bā
11,蛋,dàn
11,蛇,shé
11,蛊,gǔ
11,蛀,zhù
11,蚯,qiū
11,蛆,qū
11,蚱,zhà
11,蛎,lì
11,蛉,líng
11,蚴,yòu
11,蛄,gū
11,蛏,chēng
11,蚶,hān
11,蚰,yóu
11,蚵,hé
11,蚺,rán
11,蚾,pí
11,蚿,xián
11,蛃,bǐng
11,蚲,píng
11,𬟽,dōng
12,蛮,mán
12,蛛,zhū
12,蛙,wā
12,蛟,jiāo
12,蛤,há
12,蛔,huí
12,蛐,qū
12,蛰,zhé
12,蛭,zhì
12,蛳,sī
12,蛴,qí
12,蛞,kuò
12,蛩,qióng
12,蛱,jiá
12,蛘,yáng
12,蛑,móu
12,蛲,náo
12,蛣,qī
12,蛚,liè
12,蛯,lao
12,蛬,qióng
10,蚈,qiān
12,蛡,yì
12,蛢,píng
13,蛖,máng
12,蛜,yī
12,蛥,shé
13,蜂,fēng
13,蜀,shǔ
13,蛾,é
13,蜕,tuì
12,蜒,yán
13,蜗,wō
13,蜈,wú
13,蛹,yǒng
12,蜓,tíng
13,蜃,shèn
13,蜇,zhē
13,蜊,lí
13,蜍,chú
13,蜉,fú
13,蛸,shāo
13,蜁,xuán
13,蜏,yǒu
13,蜔,diàn
13,蛷,qiú
12,蜑,dàn
13,蜌,bì
13,蛻,tuì
13,蜎,yuān
13,蜐,jié
13,蜆,xiàn
14,蜫,kūn
13,蛶,jiè
14,蜜,mì
14,蜡,là
14,蝇,yíng
14,蜘,zhī
14,蝉,chán
14,蜷,quán
14,蜿,wān
14,蜻,qīng
14,蜥,xī
14,蜴,yì
14,蜚,fēi
14,蝈,guō
14,蜢,měng
14,蜮,yù
13,蜣,qiāng
14,蜱,pí
14,蜾,guǒ
14,蜩,tiáo
14,蜞,qí
14,蜺,ní
14,蝀,dōng
14,蜨,dié
14,蜪,táo
14,蜽,liǎng
14,蝄,wǎng
14,蜠,jùn
14,蜸,qiǎn
14,蜼,wèi
15,蝶,dié
15,蝴,hú
15,蝗,huáng
15,蝠,fú
15,蝙,biān
15,蝎,xiē
15,蝌,kē
15,蝮,fù
15,蝼,lóu
15,蝽,chūn
15,蝣,yóu
15,蝾,róng
15,蝻,nǎn
15,蝓,yú
15,蝰,kuí
15,蝥,máo
15,蝦,xiā
15,蝤,qiú
15,蝟,wèi
15,蝘,yǎn
15,蝿,yíng
15,螀,jiāng
15,蝺,qǔ
15,蝝,yuán
14,蝕,shí
13,蝍,jié
15,蝨,shī
14,蝸,wō
15,蝑,xū
15,䗖,dì
15,蝲,là
6,血,xuè
24,衋,xì
9,衂,niù
10,衄,nǜ
10,衃,pēi
11,衅,xìn
6,行,xíng
16,衡,héng
16,衟,dào
16,衠,zhūn
24,衢,qú
9,衍,yǎn
9,衎,kàn
11,術,shù
11,衒,xuàn
12,街,jiē
12,衖,xiàng
12,衕,tòng
13,衘,xián
13,衙,yá
15,衛,wèi
15,衝,chōng
6,衣,yī
14,褪,tuì
15,褥,rù
15,褴,lán
14,褡,dā
15,褫,chǐ
16,褰,qiān
15,褯,jiè
16,褧,jiǒng
16,褱,huái
15,褲,kù
15,褦,nài
15,褠,gōu
15,褣,róng
14,褨,suǒ
15,褟,tā
17,襄,xiāng
16,褶,zhě
17,襁,qiǎng
15,褵,lí
16,褹,yì
16,褸,lǚ
17,襕,lán
17,襍,zá
17,襆,fú
17,襌,dān
18,襟,jīn
19,襞,bì
18,襢,tǎn
17,襖,ǎo
18,襛,nóng
18,襘,guì
17,襚,suì
18,襜,chān
19,襦,rú
20,襬,bǎi
20,襫,shì
19,襪,wà
22,襲,xí
21,襱,lóng
25,襽,lan
22,襶,dài
24,襻,pàn
7,补,bǔ
8,表,biǎo
8,衫,shān
8,衬,chèn
8,衩,chǎ
10,衰,shuāi
10,袁,yuán
10,衷,zhōng
9,袄,ǎo
10,袅,niǎo
9,衹,zhǐ
9,袂,mèi
9,衲,nà
10,衮,gǔn
10,衾,qīn
9,衽,rèn
9,衿,jīn
9,袆,huī
10,袃,chài
9,袀,jūn
9,袇,rán
9,衼,zhī
9,衸,jiè
10,被,bèi
11,袋,dài
10,袖,xiù
10,袍,páo
10,袜,wà
10,袒,tǎn
11,袤,mào
11,袈,jiā
10,袢,pàn
10,袪,qū
10,袝,fù
10,袓,jù
10,袊,lǐng
10,袛,dī
10,袣,yì
10,袧,gōu
10,袉,tuó
10,袑,shào
11,袠,zhì
10,袩,zhé
10,袚,bō
11,袞,gǔn
10,袥,tuō
10,袐,bì
11,袌,bào
10,袔,hè
10,袦,nà
10,袨,xuàn
10,袗,zhěn
10,袕,xué
10,袟,zhì
11,袬,gǔn
10,袘,yí
12,装,zhuāng
12,裁,cái
12,裂,liè
11,袱,fú
11,裆,dāng
11,袷,jiá
11,裉,kèn
11,袼,gē
11,袴,kù
11,裈,kūn
11,裀,yīn
11,袵,rèn
11,袿,guī
11,袽,rú
10,袯,bó
12,裕,yù
12,裤,kù
12,裙,qún
13,裔,yì
13,裘,qiú
13,裟,shā
12,補,bǔ
12,裢,lián
12,裥,jiǎn
12,裡,lǐ
12,裎,chéng
12,裣,liǎn
12,裒,póu
13,裝,zhuāng
13,裏,lǐ
13,裏,lǐ
12,裋,shù
12,裓,gé
13,裛,yì
13,裸,luǒ
14,裹,guǒ
14,裳,shang
14,裴,péi
13,褂,guà
13,裨,bì
13,裱,biǎo
13,裰,duō
13,裾,jū
13,裼,tì
14,製,zhì
13,裯,chóu
13,裲,liǎng
13,裩,kūn
13,裶,fēi
13,裺,yǎn
13,𫌀,jī
14,褐,hè
15,褒,bāo
13,褚,chǔ
14,褛,lǚ
14,褓,bǎo
14,褊,biǎn
14,褙,bèi
14,褔,fù
14,複,fù
14,褋,dié
14,褏,xiù
14,褌,kūn
14,褎,xiù
14,褑,yuàn
15,褜,pao
14,褕,yú
6,西,xī
6,襾,yà
18,覆,fù
19,覈,hé
19,覇,bà
25,覊,jī
9,要,yào
10,覂,fěng
12,覃,tán
13,覅,fiào
4,见,jiàn
7,見,jiàn
14,觏,gòu
17,覯,gòu
15,觑,qù
15,觐,jìn
19,覵,jiàn
20,覺,jué
24,觀,guān
6,观,guān
12,覙,luó
10,覍,biàn
8,规,guī
8,视,shì
11,視,shì
11,規,guī
11,覐,jué
11,覓,mì
9,觉,jué
9,览,lǎn
9,觇,chān
12,覗,sì
12,覚,jué
10,觊,jì
13,覛,mì
11,觋,xí
14,覟,zhì
14,覠,jūn
12,觍,tiǎn
12,觌,dí
15,覥,tiǎn
13,觎,yú
15,覩,dǔ
16,親,qīn
7,觃,yàn
7,角,jiǎo
17,觳,hú
20,觸,chù
21,觼,jué
22,觽,xī
25,觿,xī
9,觔,jīn
9,觓,qiú
11,觖,jué
12,觞,shāng
12,觚,gū
12,觝,dǐ
13,解,jiě
13,触,chù
13,觥,gōng
13,觜,zī
13,觟,huà
14,觫,sù
15,觯,zhì
15,觭,jī
16,觱,bì
7,言,yán
12,谢,xiè
12,谦,qiān
12,谣,yáo
12,谟,mó
12,谤,bàng
12,谥,shì
12,谧,mì
12,谡,sù
17,謇,jiǎn
12,谠,dǎng
17,謝,xiè
17,講,jiǎng
16,謏,xiǎo
17,謟,tāo
17,謚,shì
17,謡,yáo
17,謠,yáo
17,謄,téng
13,谨,jǐn
13,谬,miù
13,谩,mán
13,谪,zhé
13,谫,jiǎn
18,謴,gùn
18,謹,jǐn
18,謺,zhé
18,謦,qìng
18,謱,lóu
18,謬,miù
17,謧,lí
18,謪,shāng
18,謥,còng
17,謨,mó
17,謩,mò
17,謸,áo
19,謽,jiàng
14,谭,tán
14,谱,pǔ
14,谲,jué
14,谯,qiáo
19,證,zhèng
14,谰,lán
19,識,shí
14,谮,zèn
19,謿,cháo
19,譜,pǔ
19,譓,huì
18,譃,xū
19,譄,zēng
17,譁,huá
19,譔,zhuàn
21,譅,sè
19,譌,é
19,譗,zhá
14,𬤝,huì
19,警,jǐng
20,譬,pì
15,谴,qiǎn
15,谵,zhān
15,谳,yàn
20,議,yì
20,譞,xuān
19,譢,suì
20,譟,zào
20,譯,yì
20,譫,zhān
15,𫍽,xuān
20,護,hù
9,诪,zhōu
20,譽,yù
21,譻,yīng
21,譸,zhōu
22,讀,dú
23,變,biàn
22,讉,yí
23,䜩,yàn
23,讏,wèi
23,讈,lì
23,讌,yàn
23,讍,è
19,谶,chèn
24,讓,ràng
24,讕,lán
24,讙,huān
26,讚,zàn
25,讛,yì
4,认,rèn
4,计,jì
4,订,dìng
4,讥,jī
4,讣,fù
9,訇,hōng
9,計,jì
9,訄,qiú
9,訂,dìng
9,訃,fù
9,訆,jiào
9,訅,qiú
26,讝,zhán
27,讞,yàn
27,讜,dǎng
29,讟,dú
5,记,jì
5,让,ràng
5,议,yì
5,讨,tǎo
5,训,xùn
5,讯,xùn
5,讪,shàn
5,讫,qì
5,讦,jié
5,讧,hòng
10,訓,xùn
10,記,jì
10,討,tǎo
10,訉,fān
10,訊,xùn
10,訙,xùn
10,託,tuō
10,訚,yín
10,訒,rèn
5,讬,tuō
10,訌,hòng
10,訕,shàn
5,讱,rèn
10,訋,diào
10,訏,xū
10,訑,yí
10,訐,jié
10,訔,yín
5,𬣙,xū
6,论,lùn
6,许,xǔ
6,设,shè
6,讲,jiǎng
6,访,fǎng
6,讼,sòng
6,讶,yà
6,讽,fěng
6,诀,jué
6,讳,huì
6,讹,é
6,讷,nè
6,讴,ōu
6,䜣,xīn
11,設,shè
11,許,xǔ
11,訢,xīn
11,訪,fǎng
11,訛,é
11,訝,yà
11,訟,sòng
11,訣,jué
11,訜,fēn
11,訡,yín
11,訮,xiān
11,訞,yāo
6,讻,xiōng
7,识,shí
7,证,zhèng
7,诉,sù
7,评,píng
7,词,cí
7,译,yì
7,诊,zhěn
7,诈,zhà
7,诏,zhào
7,诅,zǔ
7,诃,hē
7,诒,yí
7,诋,dǐ
12,詈,lì
7,诌,zhōu
7,诂,gǔ
6,讵,jù
7,诎,qū
12,診,zhěn
13,訾,zī
12,詞,cí
12,評,píng
7,诐,bì
12,訴,sù
12,詝,zhǔ
12,詠,yǒng
12,詟,zhé
12,訽,gòu
7,诇,xiòng
12,詒,yí
12,詖,bì
12,詗,xiòng
12,詅,líng
12,詇,yàng
12,詐,zhà
12,詛,zǔ
12,証,zhèng
12,訹,xù
12,註,zhù
12,詄,dié
12,詀,zhān
6,𬣞,zhǔ
7,𬣡,jiàn
8,话,huà
8,该,gāi
8,试,shì
8,诗,shī
8,诚,chéng
8,详,xiáng
8,询,xún
13,誉,yù
13,詹,zhān
8,诡,guǐ
8,诧,chà
8,诛,zhū
8,诘,jí
8,诣,yì
8,诠,quán
8,诩,xǔ
8,诙,huī
8,诤,zhēng
8,诜,shēn
8,诨,hùn
8,诟,gòu
8,诓,kuāng
13,誊,téng
8,诖,guà
8,诔,lěi
13,話,huà
13,試,shì
13,詳,xiáng
13,該,gāi
13,詾,xiōng
13,詢,xún
13,詣,yì
13,詩,shī
13,詼,huī
13,詥,hé
13,詧,chá
13,詿,guà
13,詤,huǎng
13,詫,chà
13,詬,gòu
13,詮,quán
13,詻,è
13,詯,huì
13,詵,shēn
13,詨,xiào
13,詭,guǐ
13,詰,jié
13,詸,mí
13,誇,kuā
13,詪,hěn
13,詷,tóng
13,詺,mìng
8,𫍣,dàn
8,𬣳,hěn
9,说,shuō
9,语,yǔ
9,误,wù
9,诱,yòu
14,誓,shì
9,诵,sòng
9,诫,jiè
